COD_DISCIPLINA;SGL_DISCIPLINA;NOM_DISCIPLINA;DSC_TPO_CHORARIA;VAL_CARGA_HORARIA;DSC_EMENTA
116984;1000207-40;Logística Empresarial;Teórica;40;Fundamentos da logística empresarial. Logística e estratégica competitiva. Integração de operações logísticas. Gerenciando valor através da logística de serviço ao cliente. Recursos logísticos: compras, estoque, transporte, armazenagem, processamento
142864;1512002038;Estúdio de Urbanismo e Paisagismo 3C;Prática;80;Teorias e métodos contemporâneos para atuar em áreas de ocupação informal com recuperação da capacidade urbana instalada. Elaboração de diretrizes de intervenção e proposta urbanística a partir do estudo de sistemas sustentáveis de infraestrutura urb
85562;312000223;Logística Empresarial;Ensino a Distância;40;Origem, definição e evolução da logística. O papel da logística nas organizações. As atividades logísticas (chave e de suporte): importância e aplicação. A Logística Integrada e o supply chain management (SCM). A logística como diferencial competitiv
112287;CCTTCCII-80;Trabalho de Conclusão de Curso II;Teórica;80;Pré-requisito: Trabalho de Conclusão de Curso IConsolidar os conhecimentos auferidos no Curso com o objetivo de desenvolver a capacitação e autoconfiança do aluno na concepção, implementação e avaliação de soluções em uma situação real na área de Ci
142692;800088009;Marketing de Moda;Prática;20;Estudo da evolução e conceituação do Marketing. Fundamentos teoria e prática do marketing estratégico. Informações e pesquisas no marketing. Estudo sobre o composto mercadológico e suas potencialidades. Compreensão e aplicação de um plano de marketin
142349;1312000433;Semiologia e Avaliação Nutricional;Prática;20;Estabelecer o conceito importância e aplicação dos métodos objetivos (dados antropométricos e bioquímicos) subjetivos (Avaliação Subjetiva Global) e direto (semiologia)  na avaliação nutricional de indivíduos e populações sadios ou enfermos nos difer
134433;101016067;Bioquímica Clínica;Teórica;80;Procedimentos pré-analíticos analíticos e pós-analíticos em Bioquímica Clínica.  Integração de ciência e tecnologia no diagnóstico laboratorial das principais doenças metabólicas. Avaliação Laboratorial do equilíbrio hidroeletrolítico e ácido-base. A
134493;1612000350;Legislação e Gestão para Restaurantes;Prática;20;"Conhecimento dos modelos de negócios de alimentação e sua gestão de acordo com o mercado e suas tendências a gestão de pessoal  o marketing e as leis que regulamentam os empreendimentos de A.""""134493"
143984;2011074011;Teoria Comportamental;Prática;40;"História do Behaviorismo. Fundamentos Epistemológicos. Behaviorismo metodológico e radical. Comportamento respondente reflexos incondicionados e condicionados. Comportamento Operante. Paradigmas Comportamentais. Comportamento Verbal.""""143984"
143987;2011074013;Psicologia da Infância e Adolescência;Teórica;80;Psicologia do desenvolvimento da Infância e Adolescência: objeto de estudo concepções e abordagens. Epistemologia Genética e a teoria de desenvolvimento psicológico de Jean Piaget. Concepção sócio-histórica do desenvolvimento psicológico humano em Le
143416;2004000097;Estética Aplicada ao Pré e Pós-operatório;Prática;40;Estudo das cirurgias plásticas realizadas suas indicações e contra indicações além de possíveis complicações. Atendimentos pré e pós operatórios aplicados a cada caso. Estudo das diferenças entre cirurgia plástica com fins reparadores e com fins esté
84877;107022049;Projeto Interdisciplinar 3A;Estudos Independentes;40;Como o Design pode contribuir para a criação, gestão e execução de projetos, que envolvam o desenvolvimento de um produto e/ou melhoria de serviços, a partir de um problema fornecido por um cliente real, respeitando a temática do módulo, sugerido pel
85522;312000186;Projeto Interdisciplinar 2B;Estudos Autônomos;80;esta disciplina vamos estudar os conceitos fundamentais do branding e sua importância para a organização, bem como entender como se dá, na prática, a implementação de um plano de marketing, aspectos importantes sobre o comportamento do consumidor e s
88597;308057061;Estruturas de Concreto I;Teórica;80;Introdução dos conceitos, fundamentos, teorias, histórico, características mecânicas e reológicas do concreto. Abordagem dos estudos dos aços empregados na construção civil. Introdução dos fundamentos para o dimensionamento de flexão simples e cisalh
107305;1212008006;Circuitos Elétricos II;Prática;40;"Redes em Regime Permanente. Potência, Energia e Fator de Potência. Circuitos Trifásicos. Funções de Excitação. Transformada de Laplace. Funções Rede. Quadripolos.""""107305"
118533;TSICLIO-80;Comunicação: Leitura, Escrita e Oratória;Teórica;80;A linguagem como prática social. Conceitos de leitura, de produção. Os aspectos cognitivos do processamentoda leitura e da produção do texto escrito. As condições de produção textual os elementos da textualidade. O textocomo consequência das relaçõ
142468;800054175;Nutrição, Higiene e Segurança Alimentar;Teórica;80;Boas práticas de fabricação e Procedimentos Padronizados. Nutrição versus Gastronomia. Função dos nutrientes no organismo. Leis e guias da alimentação. Hábitos alimentares. Alimentos diet e light. Dietas alimentares. Microrganismos em alimentos: parâ
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
135262;900050014;Estrutura das Demonstrações Financeiras;Teórica;80;NBC TG 26 (R 5) Apresentação das Demonstrações Contábeis. Balanço Patrimonial. Demonstração do Resultado. Demonstração do Resultado Abrangente. Demonstração das Mutações do Patrimônio Líquido. Demonstração dos Fluxos de Caixa. Notas Explicativas. Dem
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
129910;1512000389;Teoria das Estruturas I;Teórica;120;Análise estrutural. Treliça espacial. Morfologia das estruturas. Equações e diagramas de esforços internos. Vigas pórticos bietridimensional e arcos. Deformações em estruturas isostáticas. Estruturas hiperestáticas: método das forças método dos deslo
135254;902050002;Contabilidade e Orçamento Público;Teórica;80;Orçamento público: Princípios orçamentários. Receita orçamentaria. Receita extra orçamentária. Classificação da receita orçamentaria. Estágios da receita orçamentária. Despesa orçamentária e extra orçamentária. Classificação da despesa orçamentária. 
133184;1907002001;Psicologia Organizacional;Prática;20;"Administração como ciência social aplicada e a Psicologia como ciência e o controledo comportamento humano; tipos de sociedade e o comportamento organizacional; osefeitos da globalização no comportamento humano as teorias psicológicas; As pessoasnas "
90218;106031059;Petrologia Metamórfica;Prática;40;Metamorfismo: Conceitos, causas, agentes, fatore e tipos. Análise dos fatores físicos-químicos atuantes. Consideração termodinâmica sobre estabilidade e equilíbrio. Geotermobarimetria. Reações metamórficas. Características Texturais e estruturais de 
90221;106031062;Sistemas de Informações Geográficas;Prática;80;Conceitos de Geoprocessamento. Conceitos de SIG. Estrutura de Dados Geográficos. Conceitos Cartográficos. Banco de Dados e SIG. Análise de Dados Geográficos. Modelo Numérico de terreno. Georreferenciamento de Imagens. Estudo de Casos.  Elaboração de 
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
88725;502050111;Projeto Interdisciplinar - 5B;Estudos Independentes;40;Orientação, acompanhamento e avaliação dos alunos na elaboração de um Trabalho Interdisciplinar, a ser entregue no final do semestre em calendário definido, sobre tema relacionado à formação específica do Engenheiro de Produção, que integre os conhec
89978;800000800;Tecnologia da Construção Civil;Teórica;40;"Estudar a tecnologia de produção de edifícios residenciais e comerciais de múltiplos pavimentos proporcionando ao aluno conhecimentos e subsídios técnicos e práticos.""""142686"
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
142686;800088003;História da Moda;Prática;20;Estudo da história e evolução do vestuário através da arte e da tecnologia ? da pré-história até o séc. XIX. Relações entre a forma de vestir e os valores socioculturais de cada época. Compreensão do corpo coletivo e o corpo individual, seus momentos
134033;1212000820;Contabilidade de Custos;Ensino a Distância;60;Introdução à contabilidade de custos. Princípios contábeis aplicados a custos. Classificação dos custos direto e indireto, fixo e variável. Fluxo contábil. Métodos de contabilização e sequência lógica de determinação do custo. Análise de custos - mat
133924;1712000565;Conforto Térmico e Lumínico;Teórica;40;Estudo das variáveis envolvidas no conforto térmico humano e das condicionantes envolvidas em sua obtenção no ambiente construído como climatologia adequação dos materiais ao clima e técnicas de condicionamento térmico natural. Conceitos gerais de co
111881;DIRPFIII-20;Prática Forense III;Teórica;20;"Os acadêmicos deverão assistir: a) Área Trabalhista: uma audiência no rito sumário e uma no rito ordinário deinstrução; b) Área Cível/empresarial: uma audiência de conciliação e duas audiências de instrução; c) Área Penal:duas audiências de instruç"
143349;2004752008;Materiais Odontológicos e Pré-Clínico de Dentística;Teórica;40;Propriedade dos materiais dentários. Introdução ao estudo da Dentística: Inter-relação das propriedades físicas mecânicas químicas e biológicas com os procedimentos restauradores diretos com ênfase na promoção de saúde bucal. Habilidades e preservaçã
142636;2004077006;Crescimento e Desenvolvimento Humano;Ensino a Distância;60;"Introdução ao processo de crescimento e desenvolvimento;Princípios básicos do desenvolvimento; Crescimento e desenvolvimento pré-natal; Fatores que influenciam o processo de crescimento pré e pós-natal; Alterações morfológicas que ocorrem durante o p"
54684;100032043;Psicofarmacologia;Teórica;80;"Desenvolvimento histórico e científico da psicofarmacologia; noções básicas de farmacocinética, farmacodinâmica e mecanismos de ação dos psicofármacos; aplicações no campo da psicologia e análise do efeito dos principais psicofármacos no comportament"
86200;800000183;Projeto Interdisciplinar 2A;Prática;40;"Conceitos, definições e práticas de projetos. Vivência e prática de interdisciplinaridade. Planejamento e elaboração de produto comunicacional relacionado às linguagens imagéticas. Integração curricular.""""88750"
136865;1905093002;Planejamento e Gestão de Serviços de Alimentação;Teórica;80;Planejamento físico funcional de Unidades de Alimentação e Nutrição normas e padrões de construção e instalação desenho técnico e ergonomia. Lactário. Estudo sobre planejamento organização e fluxogramas de unidades de alimentação e nutrição. Gestão d
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
89138;106044034;Transportes;Teórica;80;"Sistemas e gerência de tráfego. Sinalização e segurança de transito. Análise de sistema de transportes. Modelos institucionais para o planejamento e a gestão dos transporte.""""90375"
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
143404;2004000086;Psicologia em Estética;Teórica;40;"Introdução à psicologia. Estudo da personalidade. Transtornos alimentares. Transtornos corporais. Aspectos do feminino na atualidade. Aspectos éticos da atuação profissional: e consequências.""""142854"
143979;2011074007;Psicologia Social;Teórica;80;"História e contextualização da Psicologia Social. Métodos de investigação científica. Principais conceitos teóricos. Diversidade Cultural Questões Contemporâneas e Políticas Públicas.""""136558"
104510;800041019;Trabalho de Conclusão de Curso;Trabalho de Conclusão de Curso;40;Definição do objeto e delimitação do tema. Execução de projeto: teoria ? articulação entre autores e temática proposta, com ênfase em produções recentes e atualizadas ? e prática ? como resultados propostos que confirmem ou problematizem o projeto pr
111832;650257-40;Tópicos Especiais Em Direito Civil e Proc. Civil;Teórica;40;"Capacidade Processual x Legitimidade Processual; Condições da Ação x Elementos da Ação; Jurisdição x Competência; Processo x Procedimento; Conflito de normas; Prescrição x Decadência; Atos do Juiz; Efeitos dos Recursos.""""54685"
88616;504025063;Qualidade de Sistemas;Teórica;40;"Introdução: Evolução histórica da Qualidade de Sistemas, Grandes erros de software, Conceitos (Auditoria, qualidade, SQA, CQA, Defeito, falha etc.); Visão Geral sobre a qualidade de Sistemas; Verificação/Validação; Qualidade/Confiabilidade; Precisão/"
0;NULL;NULL;NULL;NULL;NULL
86155;106026080;Economia e Gestão;Ensino a Distância;80;Princípios básicos da evolução da ciência econômica. Funcionamento mercadológico. Economia verde e sua ramificação organizacional. Cálculo de juros e valores equivalentes. Comparação de alternativas de investimento. Depreciação técnica. Análise custo
66953;100036027;Trabalho de Conclusão de Cursos;Estudos Orientados;40;Realizar atividades que integrem as disciplinas do módulo. Elaborar, gerenciar e apresentar um produto acadêmico desenvolvido sob o método científico. Promover a autonomia e o trabalho em equipe, desenvolvendo um engenheiro de processos com ações ino
89816;800000671;Atividades de Academia;Prática;40;"""""83806"
108367;500021032;Psicologia e Aprendizagem;Ensino a Distância;60;Princípios e teorias gerais do desenvolvimento físico, motor, emocional, intelectual e social. Primeira Infância: aquisição da linguagem. Análise das idades pré-escolar e escolar: desenvolvimento físico, cognitivo, social e da personalidade. Aprendiz
121611;3713-40;Estudos Interdisciplinares V;Teórica;40;Desenvolvimento de atividades de integração curricular, que possibilitem ao discente a intercomunicação entre as disciplinas estudadas, em nível curricular vertical e horizontal, aplicando e traduzindo os conhecimentos teóricos, técnicos e práticos, 
84119;808000477;Direito Processual do Trabalho;Teórica;80;"Estudo do direito processual do trabalho, delimitando-se o ramo jurídico eanalisando-se o dissídio individual e o dissídio coletivo""""84131"
125804;107000683;Políticas de Segurança Pública;Teórica;80;O processo de constituição da ordem pública como bem coletivo. A evolução dos paradigmas de segurança: segurança nacional, segurança pública, defesa social e segurança cidadã. Principais modelos de segurança pública: preventivo e repressivo. Marco no
85538;312000202;Negociação Coletiva do Trabalho;Ensino a Distância;40;"Introdução ao direito coletivo do trabalho, conceito, conteúdo e função. Princípios e fontes normativas, conflitos coletivos, organização sindical; Categorias, conceito, negociação, função, níveis, legitimação, arbitragem e mediação; acordos e conven"
117452;3783-40;Planejamento de Obras;Prática;20;"Projetos. Regimes de execução de obras. Licitações e contratos administrativos. Orçamentos de obras. Planejamento e programação de obras. Nivelamento de recursos com o PERT/CPM, PERT/TEMPO.""""117452"
89580;106046036;Planejamento e Controle da Produção II;Prática;40;"Sistemas produtivos, Planejamento Estratégico da Produção, Plano Mestre de Produção, Programação e Sequenciamento da Produção, Controle de Estoques, Sistema Kanban.""""89580"
59504;502018056;Medicina Veterinária Preventiva e Saúde Pública;Teórica;80;"Estudo das zoonoses: medidas profiláticas e mecanismos de transmissão. Defesa Sanitária Animal. Educação Sanitária em programas de saúde animal.  A inserção do médico veterinário na saúde humana.""""62349"
118261;1010212-80;Laboratório de Aprendizagem Integrada 1B;Estudos Independentes;40;"Levantamento de dados. Criação modelo lógico e físico de banco de dados. Implementação de comandos SQL. Programação orientada a objetos e algoritmos. Programação orientada a objetos com acesso a banco de dados. Testes unitários.""""118261"
86915;800000271;Projeto Interdisciplinar 2A;Estudos Independentes;40;Análise do texto científico e da ordenação coerente das ideias. Confecção de um projeto de pesquisa e exercício de levantamento bibliográfico. Compreensão do processo de interdisciplinaridade para o desenvolvimento de trabalhos acadêmicos. Produção d
122541;1100044001;Física Mecânica;Prática;40;"Unidades e Grandezas Físicas. Noções Básicas de Vetores. Cinemática Escalar e Vetorial. Leis de Newton do Movimento. Trabalho e Energia. Conservação de Energia.""""122541"
116162;3714-40;Gestão Contábil;Teórica;40;"Noções Preliminares (Introdução à contabilidade e Princípios Contábeis); A Contabilidadecomo Instrumento de Gestão. Objetivos e Função da Contabilidade. Funcionamento do SistemaContábil e Procedimentos Básicos da Contabilidade. Elaboração dos Demon"
105323;800054054;Conforto Ambiental;Teórica;80;"Introdução dos conceitos de sustentabilidade, insolação, ventilação, acústica,  iluminação natural e artificial.""""105358"
109375;1212025004;Trabalho de Conclusão de Curso II;Teórica;40;"Estrutura de um projeto de pesquisa. Pesquisa bibliográfica como fundamentação teórica. Planejamento e formulação da pesquisa científica e do conhecimento em administração. Comunicação científica e técnica.""""83609"
119408;TEC006-80;Cálculo;Teórica;80;"Funções e gráficos de funções elementares; Limites e continuidade das funções; Derivadas; Aplicações de derivadas. Integrais indefinidas e definidas e suas aplicações. Equações diferenciais lineares de 1ª e 2ª ordem e suas aplicações.""""105228"
88461;500060030;Estúdio de Urbanismo 3A;Estudos Independentes;20;Teorias e métodos contemporâneos para atuar em áreas de ocupação informal, com recuperação da capacidade urbana instalada. Estudo e utilização de sistemas sustentáveis de infraestruturas urbana e saneamento para os assentamentos informais. Elaboração
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;500060042;Produção do Espaço Urbano;Teórica;80;"Discussão conceitual de Urbanismo, Desenho Urbano e do Planejamento Urbano. Teoria e história do urbanismo considerando sua produção no contexto social, cultural, político e econômico e tendo como objetivo a reflexão crítica e a pesquisa.""""105369"
84520;107006033;Marketing de Varejo e Serviços;Teórica;80;Papéis do varejo. Níveis do canal varejista. Tipos de varejo. Previsão de vendas. Supply Chain Management. Atmosfera de loja. Layout da loja. Exposição de produtos. Experiência no PDV. Tipos de Pesquisa. Fontes de dados: primários e secundários. Apli
84518;107006032;Gestão Financeira;Teórica;80;Demonstrativos Financeiros: BP e DRE. Análise dos DF´s. Análise de Indicadores Financeiros: Endividamento, Liquidez, Rentabilidade e Lucratividade. Indicadores Operacionais. Gestão do Capital de giro: CDG, NCG e T. Indicadores de Viabilidade Econômic
85327;100011020;Fisioterapia Neurofuncional;Teórica;80;Estudo das doenças do sistema nervoso central e periférico e da atuação do fisioterapeuta na determinação dos objetivos terapêuticos e seus efeitos na recuperação do paciente. Avaliação fisioterápica, prescrição da conduta e programação do tratamento
85326;100011019;Fisioterapia em Ortopedia, Traumatologia e Esportes;Teórica;80;Princípios da avaliação subjetiva e objetiva na avaliação do paciente do com disfunção musculoesquelética. Introdução às lesões traumáticas e esportivas. Fases de reparação tecidual, e respectivos tratamentos. Introdução aos tratamentos e protocolos 
89812;800000667;Educação Física para Crianças e Adolescentes;Teórica;40;"Caracterização da infância e adolescência; conhecimento das diferentes fases da infância, abordando as diferenças motoras, cognitivas e psicológicas, relação movimento-brincadeira-infância; estilos de ensino; planejamento de aulas com abordagem motor"
84755;500001024;Projeto Interdisciplinar 3A;Estudos Independentes;40;Realidade de mercado - exigente e competitivo. Gestão e avaliação de negócios. Interpretação das necessidades formais e profissionais e adequação às diversas situações na vida profissional. Soluções criativas de problemas. Capacidade de negociação. D
89469;608000012;Física Termodinâmica, Ótica e Ondas;Prática;20;"Relacionar os conceitos e fenômenos da termodinâmica, ondulatórios e da óptica às situações práticas, de forma que o aluno possa aplicá-los na resolução de problemas, inerentes aos diversos cursos de Engenharia.""""89469"
109481;1212061013;Estatística I;Ensino a Distância;60;"Distribuições de Frequência. Medidas Estatísticas. Probabilidade. Variáveis Aleatórias Discretas e Distribuições de Probabilidade. Variáveis Aleatórias Contínuas e Distribuições de Probabilidade. Estimação de Parâmetros. Testes de Hipóteses."""
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
86307;308086001;Gestão da Tecnologia e Sistemas de Informação;Teórica;80;Estudo da importância da tecnologia e dos sistemas de informação nas organizações e na Engenharia de Produção bem como dos aspectos condicionantes de sua aplicação. a disciplina trata também da administração da infraestrutura de tecnologia de informa
129477;2008000140;Gestão de Projetos;Ensino a Distância;60;Gerenciamento de Projetos: histórico, metodologias de gestão, planejamento estratégico e tendências. Ciclo de Vida de um Projeto e suas principais fases: escopo, tempo, custos, qualidade, recursos humanos, comunicação, riscos, aquisições, integração 
62131;502007181;Metodologia da Pesquisa Jurídica;Teórica;40;"A Monografia Final de graduação no Curso de Direito: posicionamento da pesquisa jurídica no âmbito das ciências sociais aplicadas; elementos estruturais do projeto de monografia jurídica. Elaboração de projetos de pesquisa e de monografias jurídicas."
123845;1512000212;Oficina de Debates e Produção do Conhecimento IX;Teórica;20;As Oficinas são conjuntos inovadores de atividades estruturantes e integradoras, que acompanham o currículo transversalmente, têm a finalidade de unir conteúdos das diversas disciplinas de cada período entre si e contextualizá-los. As oficinas estarã
85378;100041073;Trabalho de Conclusão de Curso;Teórica;20;Organização do estudo na Universidade. Diretrizes para a leitura, análise e interpretação de textos. Diretrizes para realização de seminário. Diretrizes para elaboração de projeto de monografia científica. Fontes de pesquisa. Introdução, objetivos, d
116267;COSPMCH-40;Promoção e Merchandising;Teórica;40;O Composto promocional. Conceito de promoção de vendas e inter-relação com outras formas de comunicação persuasiva. Mecânicas promocionais e aplicabilidade em concursos, sorteios e outras ferramentas. Conceito de merchandising. Ferramentas de merchan
54694;100032053;Seminário Temático I;Teórica;80;"Reflexões sobre as tendências atuais de inserção do Psicólogo na consolidação do campo psicossocial; clínica ampliada em Saúde Mental; a clínica ampliada e suas relações com a gestão em saúde e na atenção social; propostas de intervenção; estudo de c"
107546;105005057;Estratégias de Aprendizagens e Recursos Tecnológicos;Teórica;40;"Sujeito aprendente. Conceito e estilos de aprendizagem. Estratégias para a organização dos estudos acadêmicos. Metodologias do aprender a aprender. Estratégias de aprendizagem com o uso de diferentes recursos tecnológicos.""""84823"
84449;305049035;Projeto Interdisciplinar 3A;Estudos Independentes;40;Temas atuais diretamente relacionados à formação de habilidades (específicas e globais) e de competências descritas nas Diretrizes Curriculares Nacionais e neste Projeto Pedagógico, de modo a corroborar a formação profissional, humana e cidadã dos al
84140;808000498;Direito Empresarial: Falência e Recuperação de Empresas;Teórica;80;"Estudo do Direito Falimentar, enfocando os procedimentos gerais, a insolvência e ainadimplência e os procedimentos especiais aplicados às instituições financeiras""""90084"
90084;800000867;Eletrônica Digital;Teórica;80;"Tecnologias de circuitos integrados. Dispositivos lógicos programáveis. Circuitos lógicos seqüenciais. Registradores. Contadores. Maquinas de estados tipos - Moore e Mealy. Memórias RAM. Conversor digital/analógico. Conversor analógico/digital.""""10"
121028;TEC009-80;Introdução Aos Materiais Poliméricos;Prática;40;"Classificação e nomenclatura de polímeros; histórico do desenvolvimento dos materiais poliméricos; introdução ao processamento de plásticos; aspectos econômicos da indústria de materiais poliméricos; fontes de obtenção dos materiais poliméricos.""""1"
91903;105005031;Laboratório de Práticas Pedagógicas Escolares;Estudos Autônomos;40;"Vivência de experiências da prática na coordenação e na gestão dos processos educativos no contexto escolar. Elaboração de projetos experimentais.""""91903"
62644;304074001;TCC - Projeto;Teórica;40;"Delimitação do objeto de estudo e construção de um anti projeto de investigação seguindo as normas da metodologia de pesquisa científica.""""62644"
93474;800023034;Fundamentos de Macroeconomia;Teórica;80;São expostos alguns conceitos da Contabilidade Social com caráter introdutório, a teoria das funções consumo, investimento, demanda e oferta de moeda e da estrutura do mercado de gasto e moeda e os elementos da demanda agregada. Componentes do modelo
123846;1512000213;Trabalho de Conclusão de Curso I;Teórica;80;"Elaboração do Projeto de TCC e primeiro capítulo.""""126832"
118411;3316-40;Acionamentos Hidráulicos e Pneumáticos;Prática;20;Sistemas hidráulicos. Características básicas dos sistemas hidráulicos. Componentes e simbologia da hidráulica. Circuitos hidráulicos fundamentais. Especificação. Sistemas Pneumáticos. Princípios físicos. Preparação do ar comprimido. Conversores de e
88504;500060049;Trabalho Final de Graduação;Prática;200;Projeto individual supervisionado a ser desenvolvida a partir de uma temática, que se insira dentro das áreas de concentração compreendidas nas atribuições e competências profissionais do Arquiteto e do Urbanista, com o intuito de balizar o conceito 
90569;800022041;Psicologia do Desenvolvimento II;Teórica;80;Abordagem sistemática da epistemologia genética de Jean Piaget nos termos de sua teorização sobre o desenvolvimento psicológico e da concepção histórico-cultural do desenvolvimento psicológico humano em Lev Vigotski, enquanto principais eixos teórico
86256;308060068;Gestão e Processos de Desenvolvimento de Produto;Teórica;40;Análise de mercado. Estratégias de segmentação. Gerência de projetos. Definição do produto: Estudo das necessidades do usuário e seu desdobramento nas etapas do projeto (QFD ? Quality Function Deployment) e ?Casa da Qualidade?. PFMEA. Árvore de Produ
104157;100095003;Estágio Supervisionado 4B;Estágio Supervisionado;160;Discussão fundamentada e contextualizada de situações cotidianas no exercício profissional da Educação Física. Planejamento e atuação em diferentes campos de intervenção, sob a supervisão de um profissional habilitado e qualificado. Preparação e cons
117617;1714-40;Ética Jurídica;Teórica;40;"Ética Profissional: Profissão Jurídica. Consciência ética do jurista. Código de Ética da OAB. Estatuto da Advocacia e da OAB, Lei 8.906/94. Regulamento Geral do Estatuto da Advocacia e da OAB. Bioética e Direito""""88517"
106161;308047088;Sistemas de Informação Geográfica;Prática;80;Conceitos básicos de cartografia e geoprocessamento. Estudo dos sistemas de informação geográfica operando na macroescala urbana. Desenvolvimento de meios de expressão e representação gráficos e digitais a partir do levantamento, leitura e manipulaçã
119861;0883-80;Direito Tributário I;Teórica;80;O Estado e o Poder de Tributar. Da Tributação e do Orçamento: Sistema Tributário Nacional. Sistema Orçamentário e Finanças Públicas. Defesa do Estado e das Instituições Democráticas. Ordem Econômica e Financeira. Princípios Gerais da Atividade Financ
89010;500064018;Gerenciamento de Projetos;Teórica;40;Características e definição de Projeto. As áreas de conhecimento do PMI e os ensinamentos do PMBOK. Habilidades, conhecimentos e técnicas do Gestor de Projetos. Operações Correntes x Projetos. Stackholders de um Projeto. Fatores de sucesso de um Proj
110441;105002076;Língua Portuguesa: Aspectos Diacrônicos;Teórica;40;"Origens latinas e expansão do português através das conquistas ultramarinas. O português brasileiro: fonética/fonologia, morfologia, sintaxe e léxico. Norma padrão e variação linguística. Linguística do português e ensino.""""84870"
121810;1718-40;Direito da Criança, Adolescente e Idoso;Teórica;40;A proteção de grupos específicos: ECA e Estatuto do Idoso. Dos direitos Fundamentais.  Da prevenção e da Política de Atendimento.  Das medidas de Proteção e da Atuação do Conselho Tutelar. Dos Atos Infracionais. Dos Crimes contra a Criança, o Adolesc
88986;500064015;Pesquisa Operacional - Redes, Filas e Simulação;Prática;40;"Pesquisa operacional associada a resolução de problemas; Aplicação de métodos a problemas práticos; Métodos e técnicas multicriteriais; Problemas de rede: Método de Transporte; Programação Inteira e não-linear; Simulação; Análise de decisão; Teoria d"
121601;1000110-40;Direito do Consumidor;Teórica;40;Pressupostos Fundamentais do Direito das Relações de Consumo. O Código de Defesa do Consumidor como Microssistema. Relação Jurídica de Consumo. Consumidor. Fornecedor. A Qualidade e Segurança no Fornecimento de Produtos e Serviços.  Da Reparação de D
89162;106036049;Eletrônica de Potência;Prática;40;Semicondutores de potência: Diodo, Tiristor, GTO, Transistor de Potência, MOSFET, IGBT. Características estáticas e dinâmicas dos semicondutores. Circuitos de disparo e proteção. Retificador não controlado: monofásico e trifásico. Retificador control
84084;808000443;Sistemas Estruturais III;Teórica;80;Discussão sobre sistemas estruturais em concreto armado aplicados nos projetos de arquitetura.Prática do dimensionamento de componentes estruturais em concreto armado.Ensaios com os materiais que constituem o concreto armado e debate sobre tecnolog
123853;1512000220;Direito Empresarial II - Sociedades;Teórica;80;Teoria geral do Direito Societário. Sociedades empresárias de fins econômicos. Sociedade limitada: constituição,capital social, administração, conselho fiscal e dissolução. Sociedades anônimas de capital aberto e fechado:constituição, valores mobil
107589;105005063;Projeto Interdisciplinar 2A;Teórica;40;"Elaboração de uma prática de ensino de história interdisciplinar Local ou Global.""""106563"
84142;808000500;Direito Processual Civil: Execução e Tutela Provisória;Teórica;80;"Estudo do direito processual civil, com enfoque na tutela jurisdicional executiva. Processo de execução, liquidação e cumprimento de sentença, tutelas provisória, antecipada e de evidência.""""135363"
91828;105003003;Trabalho de Conclusão de Curso II;Prática;40;"Análise e estabelecimento de relações entre diferentes correntes historiográficas. Investigação sobre a temática (conceito e evidência). Desenvolvimento de texto conclusivo, em formato de artigo ou monografia.""""91828"
48650;1030080014;Trabalho de Conclusão de Curso II;Teórica;40;"Implementação do Trabalho Final do Curso e análise dos resultados obtidos.""""111315"
106953;800025031;Língua Inglesa: Linguística Aplicada ao Ensino de Língua Estrangeira;Prática;80;"Desenvolver habilidades e estratégias para que o aluno possa ler, interpretar, compreender e aplicar teorias e conceitos de ESL.""""89666"
84590;101095043;Estágio Supervisionado II;Estágio Supervisionado;160;Discussão fundamentada e contextualizada de situações cotidianas no exercício profissional da Educação Física. Planejamento e atuação em diferentes campos de intervenção, sob a supervisão de um profissional habilitado e qualificado. Preparação e cons
28949;306090016;Instrumentação Industrial;Prática;40;"Compreender os diferentes dispositivos associados a instrumentação industrial. Analisar e identificar a necessidade de dispositivos para determinada aplicação.""""28949"
87636;800000513;Estágio Supervisionado II;Estudos Autônomos;35;"Aplicação de trabalho prático individual. Elaboração de um plano de estágio e desenvolvimento de suas fases técnicas e a orientação metodológica.""""87635"
